Unit Model,Project,Unit Type,Unit Numbers,Num Bedrooms,Num Bathrooms,Interior Square Ft,Exterior Square Ft,Price,AVG PSF,Floor Plan,Facing Direction,Exterior Type
T-09,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,649 sq.ft,,,,,NorthEast,
T-09,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,652 sq.ft,,,,,North East,
T-09,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,652 sq.ft,,,,,North East,
T-12-U,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,653 sq.ft,,,,,South,
T-13,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,653 sq.ft,,,,,South,
T-12-U,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,653 sq.ft,,,,,South,
T-13,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,653 sq.ft,,,,,South,
LPH-12 (Penthouse),Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,653 sq.ft,,,,,South,
P-712 / 812,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,682 sq.ft,,,,,South,
P-317 / 320 / 339 / 342...,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,705 sq.ft,,,,,EastWest,
T-11,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,SouthEast,
LPH-11 (Penthouse),Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,South West,
T-11,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,741 sq.ft,,,,,SouthEast,
T-12,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,764 sq.ft,,,,,South East,
T-02,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,770 sq.ft,,,,,South West,
LPH-02 (Penthouse),Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,770 sq.ft,,,,,South West,
PH-02 (Penthouse),Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,770 sq.ft,,,,,SouthWest,
T-11-U,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,773 sq.ft,,,,,SouthEast,
T-11-U,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,773 sq.ft,,,,,SouthEast,
LPH-11 (Penthouse),Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,773 sq.ft,,,,,South East,
P-714 / 814,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,778 sq.ft,,,,,South,
P-713 / 813,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,782 sq.ft,,,,,South,
P-801,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,786 sq.ft,,,,,South,
P-801,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,794 sq.ft,,,,,South West,
P-815,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,803 sq.ft,,,,,South,
P-206 / 306 / 406 / 506...,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,863 sq.ft,,,,,North West,
P-207 / 307 / 407 / 507...,Line 5 South Tower Condos,Suite,,3.5 Bed,2 Bath,896 sq.ft,,,,,North West,
T-02,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,903 sq.ft,,,,,South West,
LPH-02 (Penthouse),Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,903 sq.ft,,,,,South West,
T-02,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,903 sq.ft,,,,,South West,
P-209,Line 5 South Tower Condos,Suite,,2 Bed,2 Bath,904 sq.ft,,,,,North East,
P-313 / 413 / 513 / 613,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,909 sq.ft,,,,,North East,
P-312 / 412 / 512 / 612...,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,921 sq.ft,,,,,South East,
P-902,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,923 sq.ft,,,,,South East,
P-303 / 403 / 503 / 603,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,927 sq.ft,,,,,NorthWest,
P-205 / 305 / 405 / 505...,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,940 sq.ft,,,,,South West,
P-311 / 411 / 511 / 611...,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,942 sq.ft,,,,,North East,
P-901,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,972 sq.ft,,,,,South West,
P-903,Line 5 South Tower Condos,Suite,,3 Bed,2 Bath,991 sq.ft,,,,,South,
TH-02 (Townhome),Line 5 South Tower Condos,Suite,,2.5 Bed,3 Bath,1009 sq.ft,,,,,North,
TH-01 (Townhome),Line 5 South Tower Condos,Suite,,2.5 Bed,2.5 Bath,1018 sq.ft,,,,,North,
TH-03S (Townhome),Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,1111 sq.ft,,,,,South,
TH-07S (Townhome),Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,1158 sq.ft,,,,,West,
TH-04S (Townhome),Line 5 South Tower Condos,Suite,,2.5 Bed,3 Bath,1206 sq.ft,,,,,SouthWest,
TH-06S,Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,1276 sq.ft,,,,,West,
TH-08S (Townhome),Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,1317 sq.ft,,,,,West,
TH-05S (Townhome),Line 5 South Tower Condos,Suite,,2.5 Bed,2 Bath,1334 sq.ft,,,,,West,
TH-01S (Townhome),Line 5 South Tower Condos,Suite,,3 Bed,3 Bath,1661 sq.ft,,,,,South,
Yorkville 74,11YV Condos,Suite,,2 Bed,1 Bath,610 sq.ft,,"$1,629,990",,,East,
PH 05 (Penthouse),11YV Condos,Suite,,2 Bed,2 Bath,954 sq.ft,,"$2,475,990",,,East,
Yorkville 73,11YV Condos,Suite,,0 Bed,1 Bath,342 sq.ft,,,,,East,
Yorkville 1,11YV Condos,Suite,,0 Bed,1 Bath,387 sq.ft,,,,,West,
Yorkville 1A,11YV Condos,Suite,,0 Bed,1 Bath,387 sq.ft,,,,,West,
Yorkville 47,11YV Condos,Suite,,0 Bed,1 Bath,387 sq.ft,,,,,West,
Yorkville 2,11YV Condos,Suite,,0 Bed,1 Bath,404 sq.ft,,,,,West,
Yorkville 48,11YV Condos,Suite,,0 Bed,1 Bath,412 sq.ft,,,,,East,
Yorkville 3,11YV Condos,Suite,,0 Bed,1 Bath,412 sq.ft,,,,,East,
Yorkville 4,11YV Condos,Suite,,1 Bed,1 Bath,421 sq.ft,,,,,East,
Yorkville 5,11YV Condos,Suite,,1 Bed,1 Bath,425 sq.ft,,,,,North,
Yorkville 6,11YV Condos,Suite,,1 Bed,1 Bath,449 sq.ft,,,,,East,
Yorkville 8,11YV Condos,Suite,,1 Bed,1 Bath,477 sq.ft,,,,,East,
Yorkville 7,11YV Condos,Suite,,1 Bed,1 Bath,477 sq.ft,,,,,East,
Yorkville 9,11YV Condos,Suite,,1 Bed,1 Bath,478 sq.ft,,,,,West,
Yorkville 10,11YV Condos,Suite,,1 Bed,1 Bath,487 sq.ft,,,,,West,
Yorkville 11,11YV Condos,Suite,,1 Bed,1 Bath,490 sq.ft,,,,,West,
Yorkville 12,11YV Condos,Suite,,1 Bed,1 Bath,492 sq.ft,,,,,West,
Yorkville 49,11YV Condos,Suite,,1 Bed,1 Bath,492 sq.ft,,,,,West,
Yorkville 13,11YV Condos,Suite,,1 Bed,1 Bath,498 sq.ft,,,,,West,
Yorkville 14,11YV Condos,Suite,,1 Bed,1 Bath,504 sq.ft,,,,,East,
Yorkville 18,11YV Condos,Suite,,1.5 Bed,1 Bath,512 sq.ft,,,,,North,
Yorkville 50,11YV Condos,Suite,,1.5 Bed,1 Bath,512 sq.ft,,,,,North,
Yorkville 15,11YV Condos,Suite,,1 Bed,1 Bath,530 sq.ft,,,,,South,
Yorkville 15 Alternate,11YV Condos,Suite,,1.5 Bed,1 Bath,530 sq.ft,,,,,South,
Yorkville 51,11YV Condos,Suite,,1 Bed,1 Bath,530 sq.ft,,,,,South,
Yorkville 19,11YV Condos,Suite,,1.5 Bed,1 Bath,531 sq.ft,,,,,South,
Yorkville 16,11YV Condos,Suite,,1 Bed,1 Bath,531 sq.ft,,,,,West,
Yorkville 17,11YV Condos,Suite,,1 Bed,1 Bath,532 sq.ft,,,,,West,
Yorkville 20,11YV Condos,Suite,,1.5 Bed,1 Bath,578 sq.ft,,,,,East,
Yorkville 52,11YV Condos,Suite,,1.5 Bed,1 Bath,578 sq.ft,,,,,East,
Yorkville 21,11YV Condos,Suite,,1.5 Bed,1 Bath,581 sq.ft,,,,,West,
Yorkville 53,11YV Condos,Suite,,1.5 Bed,1 Bath,584 sq.ft,,,,,South East,
Yorkville 22,11YV Condos,Suite,,1.5 Bed,1 Bath,584 sq.ft,,,,,South East,
PH 03 (Penthouse),11YV Condos,Suite,,1.5 Bed,2 Bath,597 sq.ft,,,,,North,
Yorkville 23,11YV Condos,Suite,,1.5 Bed,2 Bath,597 sq.ft,,,,,North,
Yorkville 54,11YV Condos,Suite,,1.5 Bed,1 Bath,598 sq.ft,,,,,North,
Yorkville 23A,11YV Condos,Suite,,1.5 Bed,1 Bath,598 sq.ft,,,,,North,
Yorkville 24,11YV Condos,Suite,,1.5 Bed,1 Bath,603 sq.ft,,,,,South,
Yorkville 25 Alternate,11YV Condos,Suite,,1.5 Bed,2 Bath,631 sq.ft,,,,,West,
Yorkville 26 Alternate,11YV Condos,Suite,,1.5 Bed,2 Bath,631 sq.ft,,,,,West,
Yorkville 25,11YV Condos,Suite,,1.5 Bed,1 Bath,631 sq.ft,,,,,West,
Yorkville 26,11YV Condos,Suite,,1.5 Bed,1 Bath,631 sq.ft,,,,,West,
Yorkville 27,11YV Condos,Suite,,1.5 Bed,1 Bath,635 sq.ft,,,,,North,
Yorkville 28,11YV Condos,Suite,,1.5 Bed,1 Bath,638 sq.ft,,,,,North West,
Yorkville 55,11YV Condos,Suite,,1.5 Bed,1 Bath,638 sq.ft,,,,,North West,
Yorkville 29,11YV Condos,Suite,,2 Bed,2 Bath,695 sq.ft,,,,,West,
Yorkville 56,11YV Condos,Suite,,2 Bed,2 Bath,695 sq.ft,,,,,West,
Yorkville 30,11YV Condos,Suite,,2 Bed,2 Bath,750 sq.ft,,,,,South,
Yorkville 31,11YV Condos,Suite,,2 Bed,2 Bath,759 sq.ft,,,,,East,
Yorkville 57,11YV Condos,Suite,,2 Bed,2 Bath,782 sq.ft,,,,,North West,
Yorkville 32,11YV Condos,Suite,,2 Bed,2 Bath,782 sq.ft,,,,,North West,
Yorkville 35,11YV Condos,Suite,,2.5 Bed,2 Bath,792 sq.ft,,,,,South East,
Yorkville 58,11YV Condos,Suite,,2 Bed,2 Bath,792 sq.ft,,,,,South East,
PH 06 (Penthouse),11YV Condos,Suite,,2 Bed,2 Bath,792 sq.ft,,,,,South East,
Yorkville 33,11YV Condos,Suite,,2 Bed,2 Bath,793 sq.ft,,,,,South East,
Yorkville 36,11YV Condos,Suite,,2.5 Bed,2 Bath,806 sq.ft,,,,,North East,
Yorkville 59,11YV Condos,Suite,,2.5 Bed,2 Bath,806 sq.ft,,,,,North East,
Yorkville 37,11YV Condos,Suite,,2.5 Bed,2 Bath,810 sq.ft,,,,,North West,
Yorkville 61,11YV Condos,Suite,,2.5 Bed,2 Bath,810 sq.ft,,,,,North West,
Yorkville 34,11YV Condos,Suite,,2 Bed,2 Bath,813 sq.ft,,,,,East,
Yorkville 60,11YV Condos,Suite,,2 Bed,2 Bath,813 sq.ft,,,,,East,
PH 04 (Penthouse),11YV Condos,Suite,,2 Bed,2 Bath,823 sq.ft,,,,,North East,
Yorkville 62,11YV Condos,Suite,,2.5 Bed,2 Bath,823 sq.ft,,,,,North East,
Yorkville 38,11YV Condos,Suite,,2.5 Bed,2 Bath,823 sq.ft,,,,,North East,
Yorkville 39,11YV Condos,Suite,,2.5 Bed,2 Bath,830 sq.ft,,,,,South West,
Yorkville 63,11YV Condos,Suite,,2.5 Bed,2 Bath,830 sq.ft,,,,,South West,
Yorkville 64,11YV Condos,Suite,,2.5 Bed,2 Bath,849 sq.ft,,,,,North East,
Yorkville 40,11YV Condos,Suite,,2.5 Bed,2 Bath,849 sq.ft,,,,,North East,
Yorkville 41,11YV Condos,Suite,,2.5 Bed,2 Bath,896 sq.ft,,,,,North West,
PH 01 (Penthouse),11YV Condos,Suite,,2 Bed,2 Bath,902 sq.ft,,,,,West,
Yorkville 65,11YV Condos,Suite,,3.5 Bed,2 Bath,987 sq.ft,,,,,South West,
Yorkville 42B,11YV Condos,Suite,,3 Bed,2 Bath,987 sq.ft,,,,,SouthWest,
Yorkville 42,11YV Condos,Suite,,3.5 Bed,2 Bath,987 sq.ft,,,,,South West,
Yorkville 66,11YV Condos,Suite,,3.5 Bed,2 Bath,1037 sq.ft,,,,,South West,
Yorkville 43,11YV Condos,Suite,,3.5 Bed,2 Bath,1037 sq.ft,,,,,South West,
Yorkville 44,11YV Condos,Suite,,3.5 Bed,2 Bath,1056 sq.ft,,,,,South East,
Yorkville 67,11YV Condos,Suite,,3.5 Bed,2 Bath,1061 sq.ft,,,,,South East,
Yorkville 45,11YV Condos,Suite,,3.5 Bed,2 Bath,1108 sq.ft,,,,,North East,
Yorkville 46,11YV Condos,Suite,,3.5 Bed,2 Bath,1163 sq.ft,,,,,South East,
PH 02 (Penthouse),11YV Condos,Suite,,2 Bed,2 Bath,1263 sq.ft,,,,,North West,
PH 07 (Penthouse),11YV Condos,Suite,,3.5 Bed,3 Bath,1517 sq.ft,,,,,South West,
Suite 1A+D (Penthouse),908 St Clair Ave West Condos,Suite,,1.5 Bed,1 Bath,541 sq.ft,,"$902,900",,,East,
Suite 1H+D (Penthouse),908 St Clair Ave West Condos,Suite,,1.5 Bed,1.5 Bath,624 sq.ft,,"$999,900",,,West,
Suite 2B,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,640 sq.ft,,"$1,060,900",,,East,
Suite 2C,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,648 sq.ft,,"$1,019,900",,,South,
Suite 2F,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,661 sq.ft,,"$1,079,900",,,West,
Suite 1I+D (Penthouse),908 St Clair Ave West Condos,Suite,,1.5 Bed,1 Bath,693 sq.ft,,"$1,040,900",,,West,
Suite 2G,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,696 sq.ft,,"$1,149,900",,,West,
Suite 3A,908 St Clair Ave West Condos,Suite,,3 Bed,2 Bath,820 sq.ft,,"$1,329,900",,,West,
Suite 3H,908 St Clair Ave West Condos,Suite,,3 Bed,2 Bath,1064 sq.ft,,"$1,629,900",,,South West,
Suite 1A,908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,460 sq.ft,,,,,West,
Suite 1B,908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,475 sq.ft,,,,,West,
Suite 1C,908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,492 sq.ft,,,,,West,
Suite 1D,908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,499 sq.ft,,,,,East,
Suite 1E,908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,501 sq.ft,,,,,East,
Suite 1F,908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,528 sq.ft,,,,,East,
Suite 1G,908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,541 sq.ft,,,,,East,
Suite 1H (Penthouse),908 St Clair Ave West Condos,Suite,,1 Bed,1 Bath,578 sq.ft,,,,,North,
Suite 1B+D,908 St Clair Ave West Condos,Suite,,1.5 Bed,1 Bath,588 sq.ft,,,,,East,
Suite 1C+D,908 St Clair Ave West Condos,Suite,,1.5 Bed,1 Bath,591 sq.ft,,,,,South,
Suite 1D+D,908 St Clair Ave West Condos,Suite,,1.5 Bed,1 Bath,592 sq.ft,,,,,East,
Suite 1E+D,908 St Clair Ave West Condos,Suite,,1.5 Bed,1 Bath,594 sq.ft,,,,,East,
Suite 2A,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,639 sq.ft,,,,,South,
Suite 2E,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,659 sq.ft,,,,,West,
Suite 2D,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,659 sq.ft,,,,,East,
Suite 1J+D,908 St Clair Ave West Condos,Suite,,1.5 Bed,1 Bath,693 sq.ft,,,,,West,
Suite 2I,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,701 sq.ft,,,,,East,
Suite 2J,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,726 sq.ft,,,,,South East,
Suite 2K,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,735 sq.ft,,,,,East,
Suite 2L,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,760 sq.ft,,,,,East,
Suite 2A+D,908 St Clair Ave West Condos,Suite,,2.5 Bed,2 Bath,831 sq.ft,,,,,South West,
Suite 2N,908 St Clair Ave West Condos,Suite,,2 Bed,2 Bath,852 sq.ft,,,,,South East,
Suite 2B+D (Penthouse),908 St Clair Ave West Condos,Suite,,2.5 Bed,2 Bath,861 sq.ft,,,,,North East,
Suite 2C+D,908 St Clair Ave West Condos,Suite,,2.5 Bed,2 Bath,862 sq.ft,,,,,South,
Suite 3C,908 St Clair Ave West Condos,Suite,,3 Bed,2 Bath,987 sq.ft,,,,,East,
Suite 3G,908 St Clair Ave West Condos,Suite,,3 Bed,2 Bath,1064 sq.ft,,,,,South West,
Suite 3K,908 St Clair Ave West Condos,Suite,,3 Bed,2 Bath,1235 sq.ft,,,,,South East,
1G-BF,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,575 sq.ft,,"$907,900",,,North,
1F,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,575 sq.ft,,"$865,900",,,North,
1G,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,587 sq.ft,,"$943,900",,,North,
1I,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,611 sq.ft,,"$930,900",,,South,
1K+M,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,615 sq.ft,,"$1,012,900",,,North,
1L+M,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,616 sq.ft,,"$962,900",,,South,
1M,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,627 sq.ft,,"$980,900",,,South East,
1P,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,640 sq.ft,,"$980,900",,,North East,
1R+M,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,673 sq.ft,,"$989,900",,,South,
1S,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,680 sq.ft,,"$1,008,900",,,North,
1T+M,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,683 sq.ft,,"$923,900",,,North,
1X+M,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,745 sq.ft,,"$968,900",,,North,
1Y+D,Sixty Five Broadway Condos,Suite,,1.5 Bed,1.5 Bath,755 sq.ft,,"$1,055,900",,,South,
1Z+D,Sixty Five Broadway Condos,Suite,,1.5 Bed,1.5 Bath,760 sq.ft,,"$1,059,900",,,South,
2B,Sixty Five Broadway Condos,Suite,,2 Bed,1.5 Bath,764 sq.ft,,"$1,139,900",,,South East,
2C,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,778 sq.ft,,"$1,150,900",,,North,
2D,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,816 sq.ft,,"$1,200,900",,,South West,
2F,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,825 sq.ft,,"$1,185,900",,,West,
2H,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,832 sq.ft,,"$1,269,900",,,North East,
2J,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,888 sq.ft,,"$1,325,900",,,South West,
2M+D,Sixty Five Broadway Condos,Suite,,2.5 Bed,2 Bath,915 sq.ft,,"$1,260,900",,,South,
3A,Sixty Five Broadway Condos,Suite,,3 Bed,2 Bath,1038 sq.ft,,"$1,492,900",,,North West,
3B,Sixty Five Broadway Condos,Suite,,3 Bed,2 Bath,1111 sq.ft,,"$1,611,897",,,South West,
S-A,Sixty Five Broadway Condos,Suite,,0 Bed,1 Bath,375 sq.ft,,,,,East,
S-B,Sixty Five Broadway Condos,Suite,,0 Bed,1 Bath,396 sq.ft,,,,,East,
S-D,Sixty Five Broadway Condos,Suite,,0 Bed,1 Bath,397 sq.ft,,,,,East,
S-C,Sixty Five Broadway Condos,Suite,,0 Bed,1 Bath,397 sq.ft,,,,,East,
S-E,Sixty Five Broadway Condos,Suite,,0 Bed,1 Bath,435 sq.ft,,,,,East,
SF,Sixty Five Broadway Condos,Suite,,0 Bed,1 Bath,441 sq.ft,,,,,West,
1A,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,524 sq.ft,,,,,West,
1B,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,547 sq.ft,,,,,North,
1C,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,548 sq.ft,,,,,East,
1D,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,553 sq.ft,,,,,West,
1E,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,560 sq.ft,,,,,West,
1H+D,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,611 sq.ft,,,,,South,
1J+M,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,614 sq.ft,,,,,North,
1N+D,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,628 sq.ft,,,,,South,
1O+D,Sixty Five Broadway Condos,Suite,,1.5 Bed,1 Bath,634 sq.ft,,,,,South,
1Q,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,671 sq.ft,,,,,South,
1U,Sixty Five Broadway Condos,Suite,,1 Bed,1 Bath,689 sq.ft,,,,,South West,
1V+D,Sixty Five Broadway Condos,Suite,,1.5 Bed,1.5 Bath,692 sq.ft,,,,,South,
1W+D,Sixty Five Broadway Condos,Suite,,1.5 Bed,1.5 Bath,732 sq.ft,,,,,South,
2A,Sixty Five Broadway Condos,Suite,,2 Bed,1.5 Bath,739 sq.ft,,,,,North East,
2K+D,Sixty Five Broadway Condos,Suite,,2.5 Bed,2 Bath,820 sq.ft,,,,,South,
2E,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,824 sq.ft,,,,,North West,
2G,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,826 sq.ft,,,,,South,
2I,Sixty Five Broadway Condos,Suite,,2 Bed,2 Bath,835 sq.ft,,,,,South East,
2L+D,Sixty Five Broadway Condos,Suite,,2.5 Bed,2 Bath,877 sq.ft,,,,,South,
2N+D,Sixty Five Broadway Condos,Suite,,2.5 Bed,2 Bath,1029 sq.ft,,,,,South East,
The Duggan,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,967 sq.ft,,"$1,955,900",,,South,
The Roxborough,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,997 sq.ft,,"$1,965,900",,,South,
The Burton,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1059 sq.ft,,"$2,095,900",,,South,
The Parkwood,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1065 sq.ft,,"$2,095,900",,,South,
The Clarendon,Forest Hill Private Residences Condos,Suite,,2 Bed,2 Bath,1138 sq.ft,,"$2,255,900",,,South,
The Lonsdale,Forest Hill Private Residences Condos,Suite,,2 Bed,2 Bath,1157 sq.ft,,"$2,155,900",,,North,
The Montclair,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2 Bath,1228 sq.ft,,"$2,430,900",,,North,
The Dunvegan,Forest Hill Private Residences Condos,Suite,,2 Bed,2 Bath,1251 sq.ft,,"$2,305,900",,,North,
The Macpherson,Forest Hill Private Residences Condos,Suite,,2 Bed,2 Bath,1295 sq.ft,,"$2,505,900",,,East,
The Glen Elm,Forest Hill Private Residences Condos,Suite,,2 Bed,2 Bath,1423 sq.ft,,"$2,845,900",,,North East,
The Alcorn,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2.5 Bath,1458 sq.ft,,"$2,805,900",,,South,
The St. Clair,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2 Bath,1476 sq.ft,,"$2,855,900",,,South East,
The Kilbarry,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2 Bath,1607 sq.ft,,"$3,305,900",,,South,
The Spadina,Forest Hill Private Residences Condos,Suite,,2 Bed,2.5 Bath,1655 sq.ft,,"$3,105,900",,,South,
The Avenue,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2.5 Bath,1668 sq.ft,,"$3,105,900",,,South,
The Rosehill,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2 Bath,1671 sq.ft,,"$3,305,900",,,North West,
The Birch,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2.5 Bath,1713 sq.ft,,"$3,405,900",,,South,
The Woodlawn,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2.5 Bath,1774 sq.ft,,"$3,305,900",,,South East,
The Vesta,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2.5 Bath,1824 sq.ft,,"$3,630,900",,,North,
The Old Forest Hill,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2.5 Bath,1842 sq.ft,,"$3,655,900",,,North,
The Rathnelly,Forest Hill Private Residences Condos,Suite,,3.5 Bed,2.5 Bath,2107 sq.ft,,"$3,905,900",,,South,
The Farnham,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,773 sq.ft,,,,,East,
The Poplar Plains,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,774 sq.ft,,,,,South,
The Wilberton,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,966 sq.ft,,,,,North,
The Madison,Forest Hill Private Residences Condos,Suite,,1 Bed,1.5 Bath,966 sq.ft,,,,,South East,
The Walmsley,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1008 sq.ft,,,,,South East,
The Brentdale,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1014 sq.ft,,,,,East,
The Forest Hill,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1017 sq.ft,,,,,South,
The Elderwood,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1051 sq.ft,,,,,East,
The Wembley,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1068 sq.ft,,,,,North,
The Oriole,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2 Bath,1174 sq.ft,,,,,East,
The Balmoral,Forest Hill Private Residences Condos,Suite,,1.5 Bed,2 Bath,1229 sq.ft,,,,,North,
The Walker,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2 Bath,1427 sq.ft,,,,,North,
The Davenport,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2 Bath,1619 sq.ft,,,,,North East,
The Lynwood,Forest Hill Private Residences Condos,Suite,,2.5 Bed,2.5 Bath,1802 sq.ft,,,,,North,
The Pinedale,The Winslow Condos,Suite,,2 Bed,2.5 Bath,1163 sq.ft,,"$2,430,000",,,South,
The Glengarry,The Winslow Condos,Suite,,2 Bed,2.5 Bath,1231 sq.ft,,"$1,797,000",,,North,
The Stratford,The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,2111 sq.ft,,"$5,470,000",,,NorthWest,
The Montgomery,The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,2224 sq.ft,,"$2,620,000",,,North,
The Walder,The Winslow Condos,Suite,,2.5 Bed,2.5 Bath,2263 sq.ft,,"$5,085,000",,,South West,
